mibig_name,filename,accession,completeness,kingdom,mibig
BGC0000777,BGC0000777.fna,AJ426045.2,Unknown,bacteria,Saccharide
BGC0001397,BGC0001397.fasta,CP013739.1,Unknown,bacteria,NRP__Polyketide
BGC0001472,berninamycin.fasta,KC894738.1,Unknown,bacteria,RiPP
BGC0000103,mycolactone.fasta,BX649209.1,Unknown,bacteria,Polyketide
BGC0000346,epoxomicin.fasta,KF647219.1,complete,bacteria,NRP__Polyketide
BGC0001060,dynemicin.fasta,EF552206.1,Unknown,bacteria,Polyketide
BGC0001514,KY313600.1.fasta,LC054541.1,Unknown,bacteria,Other
BGC0000171,9-methylstreptimidone.fasta,FR878059.1,complete,bacteria,Polyketide
BGC0001531,BGC0001531_bisucaberin_B.fasta,LC090204.1,Unknown,bacteria,Other
BGC0001795,BGC0001795.fna,KY767987.1,Unknown,bacteria,Polyketide
BGC0001572,BGC0001572_desferrioxamine_E.fasta,MH015039.1,Unknown,bacteria,Other
BGC0001980,BGC0001980.fasta,MK534107.1,Unknown,bacteria,NRP
BGC0002111,BGC0002111.fasta,CP035727.2,complete,bacteria,RiPP
BGC0000576,rubrivinodin.fasta,AP012320.1,Unknown,bacteria,RiPP
BGC0000244,BGC0000244.fna,AF263012.1,Unknown,bacteria,Polyketide
BGC0002011,BGC0002011.fna,NZ_KB913032.1,Unknown,bacteria,Polyketide
BGC0000426,sevadicin.fasta,KF318360.1,incomplete,bacteria,NRP
BGC0000133,quartromycin.fasta,JF970188.1,Unknown,bacteria,Polyketide
BGC0002040,BGC0002040.fasta,KY705052.1,Unknown,bacteria,Other
BGC0000757,BGC0000757.fna,FJ965543.1,Unknown,bacteria,Saccharide
BGC0000764,BGC0000764.fna,AY741550.2,Unknown,bacteria,Saccharide
BGC0000295,BGC0000295.fna,AB661448.1,Unknown,bacteria,NRP
BGC0001728,BGC0001728_paenilipoheptin.fasta,NC_014483.2,Unknown,bacteria,NRP__Polyketide
BGC0000495,actagardine.fasta,FJ547091.1,Unknown,bacteria,RiPP
BGC0000453,DQ174261.1.fasta,DQ174261.1,complete,bacteria,NRP
BGC0002163,BGC0002163.fna,CM003200.1,Unknown,fungi,Other
BGC0002237,BGC0002237.fna,AP007164.1,Unknown,fungi,Polyketide
BGC0000079,indanomycin.fasta,FJ545274.1,Unknown,bacteria,Polyketide
BGC0000216,dactylocycline.fasta,JX262387.1,Unknown,bacteria,Polyketide
BGC0000957,BGC0000957.fasta,KF813023.1,Unknown,bacteria,NRP__Polyketide
BGC0001434,BGC0001434_nematophin.fasta,KR871223.1,Unknown,bacteria,NRP
BGC0001463,BGC0001463.fna,KT808878.1,complete,bacteria,Other
BGC0002118,BGC0002118.fna,JAGGDC010000009.1,complete,bacteria,NRP__Polyketide
BGC0002572,BGC0002572.fna,CP071065.1,Unknown,bacteria,NRP__Polyketide
BGC0002610,BGC0002610.fna,LC073704.1,Unknown,fungi,Terpene
BGC0000153,stigmatellin.fasta,AJ421825.1,complete,bacteria,NRP__Polyketide
BGC0001927,LC431526.1.fasta,LC431526.1,Unknown,bacteria,Other
BGC0001550,BGC0001550_citrulassin_D.fasta,NZ_JNZY01000033.1,Unknown,bacteria,RiPP
BGC0002383,BGC0002383.fna,AP018365.1,Unknown,bacteria,Polyketide
BGC0002384,BGC0002384.fasta,MT410681.1,Unknown,bacteria,NRP
BGC0001485,BGC0001485.fna,MG824991.1,Unknown,bacteria,Alkaloid
BGC0001278,BGC0001278.fasta,AF359360.3,Unknown,fungi,Terpene
BGC0001212,BGC0001212.fasta,KT067736.1,complete,bacteria,NRP__Polyketide
BGC0000741,BGC0000741.fna,AF332896.1,Unknown,bacteria,Saccharide
BGC0001906,BGC0001906.fna,KV884627.1,Unknown,fungi,Polyketide
BGC0001394,BGC0001394.fasta,CP004025.1,Unknown,bacteria,NRP__Polyketide
BGC0001872,BGC0001872.fna,FN667741.1,complete,bacteria,Polyketide
BGC0000891,BGC0000891.fna,AUSV01000133.1,complete,bacteria,Other
BGC0001585,BGC0001585_melinacidin_IV.fasta,BK010420.1,Unknown,fungi,Alkaloid
BGC0002673,BGC0002673.fna,AP009493.1,Unknown,bacteria,Alkaloid__Polyketide
BGC0001494,BGC0001494_acinetodin.fasta,ATGG01000011.1,Unknown,bacteria,RiPP
BGC0001796,tauramamide.fasta,CP017705.1,Unknown,bacteria,NRP
BGC0000660,BGC0000660.fna,AL645882.2,Unknown,bacteria,Terpene
BGC0001231,microsclerodermin.fasta,KF657739.1,complete,bacteria,NRP__Polyketide
BGC0001627,BGC0001627_isonitrile_lipopeptides.fasta,AL123456.3,Unknown,bacteria,NRP
BGC0002500,MW026651.1.fasta,MW026651.1,Unknown,bacteria,Polyketide
BGC0001462,BGC0001462_avoparcin.fasta,MQUQ01000006.1,complete,bacteria,NRP
BGC0002431,BGC0002431.fna,MN272733.1,Unknown,bacteria,Polyketide__Saccharide
BGC0002161,BGC0002161.fasta,KI912112.1,Unknown,fungi,Polyketide
BGC0000119,BGC0000119.fasta,FJ392609.1,complete,bacteria,Polyketide__Saccharide
BGC0002646,BGC0002646.fna,MBFL02000005.1,Unknown,fungi,Polyketide
BGC0000704,kanamycin.fasta,AJ582817.3,Unknown,bacteria,Saccharide
BGC0001261,AM-toxin.fasta,AF184074.1,Unknown,fungi,NRP
BGC0000023,aurafuron.fasta,AM850130.1,complete,bacteria,Polyketide
BGC0001603,BGC0000697.fasta,KY971520.1,Unknown,bacteria,Saccharide
BGC0001988,BGC0001988.fna,MSZS01000005.1,Unknown,fungi,Polyketide
BGC0001071,nosperin.fasta,GQ979609.2,complete,bacteria,NRP__Polyketide
BGC0001160,BGC0001160.fasta,CP000951.1,complete,bacteria,Polyketide
BGC0000968,chaetoglobosin.fasta,AM779763.1,complete,fungi,NRP__Polyketide
BGC0000833,coumermycin_A1.fasta,AF235050.4,complete,bacteria,Other__Saccharide
BGC0002733,BGC0002733.fna,WITE01000002.1,Unknown,bacteria,Other
BGC0000611,siomycin.fasta,FJ436355.1,Unknown,bacteria,RiPP
BGC0001504,BGC0001504_amycomicin.fasta,CP024894.1,Unknown,bacteria,Polyketide
BGC0000452,BGC0000452.fasta,AP008955.1,Unknown,bacteria,NRP
BGC0002226,BGC0002226.fna,KV878985.1,Unknown,fungi,NRP
BGC0000879,Sangivamycin.fasta,EU573979.1,Unknown,bacteria,Other
BGC0000867,BGC0000867.fna,AF307334.1,Unknown,bacteria,Other
BGC0000897,dehydrophos.fasta,GU199252.1,Unknown,bacteria,Other
BGC0000114,nigericin.fasta,DQ354110.1,complete,bacteria,Polyketide
BGC0002462,BGC0002462.fna,MK830994.1,Unknown,bacteria,Saccharide
BGC0002224,BGC0002224.fna,MT724049.1,Unknown,fungi,Polyketide
BGC0002336,BGC0002336.fna,NZ_CADEQC010000001.1,Unknown,bacteria,NRP
BGC0000031,borrelidin.fasta,AJ580915.1,complete,bacteria,Polyketide
BGC0002329,BGC0002329.fna,VJZF01000001.1,Unknown,bacteria,NRP
BGC0002228,BGC0002228.fna,LFIW01000394.1,Unknown,fungi,NRP
BGC0001598,BGC0001598_foxicins_A.fasta,KT440882.1,Unknown,bacteria,NRP__Polyketide
BGC0002331,BGC0002331.fna,CT573326.1,Unknown,bacteria,Other
BGC0002641,BGC0002641.fna,CP000560.2,Unknown,bacteria,NRP
BGC0001194,hitachimycin.fasta,LC008143.1,Unknown,bacteria,Polyketide
BGC0001241,BGC0001241.fasta,JN186799.1,Unknown,fungi,Terpene
BGC0002321,BGC0002321.fna,CP034458.1,Unknown,fungi,Other
BGC0001446,BGC0001446_asparasone_A.fasta,EQ963472.1,complete,fungi,Polyketide
BGC0001998,BGC0001998.fna,NT_107014.1,Unknown,fungi,Polyketide
BGC0000044,BGC0000044.fasta,CP002271.1,complete,bacteria,Polyketide
BGC0000836,BGC0000836.fna,AE014075.1,complete,bacteria,Other
BGC0000257,prodigiosin.fasta,AB469822.1,Unknown,bacteria,Polyketide
BGC0001244,BGC0001244.fasta,KM365454.1,Unknown,fungi,Polyketide
BGC0001432,BGC0001432_myxochromide_D.fasta,KX622602.1,complete,bacteria,NRP__Polyketide
BGC0001817,BGC0001817.fna,KJ159186.1,Unknown,bacteria,Other
BGC0002066,BGC0002066.fna,JOKZ01000072.1,complete,fungi,NRP__Polyketide
BGC0000600,thurincin_H.fasta,FJ977580.1,Unknown,bacteria,RiPP
BGC0000222,BGC0000222.fna,AB469194.1,Unknown,bacteria,Polyketide
BGC0000428,BGC0000428.fasta,FJ768674.1,Unknown,bacteria,NRP
BGC0001357,BGC0001357.fasta,KT826756.1,Unknown,bacteria,Polyketide
BGC0002669,BGC0002669.fasta,NZ_JOGB01000003.1,Unknown,bacteria,RiPP
BGC0002710,BGC0002710.fna,ADNJ02000002.1,Unknown,fungi,NRP
BGC0001006,BGC0001006.fasta,CP000667.1,complete,bacteria,NRP__Polyketide
BGC0001091,corallopyronin_A.fasta,HM071004.1,Unknown,bacteria,NRP__Polyketide
BGC0000255,BGC0000255.fasta,AY850690.1,Unknown,bacteria,Polyketide
BGC0000440,teicoplanin.fasta,AJ605139.1,complete,bacteria,NRP
BGC0001895,BGC0001895.fna,CP026730.1,Unknown,bacteria,Polyketide
BGC0000896,d-cycloserine.fasta,AB516431.1,Unknown,bacteria,Other
BGC0000953,Amicetin.fasta,HM748814.1,complete,bacteria,Saccharide
BGC0000260,BGC0000260.fasta,DQ266254.1,Unknown,bacteria,Polyketide
BGC0000409,porothramycin.fasta,HQ872605.1,Unknown,bacteria,NRP
BGC0000497,BhtA.fasta,DQ145752.1,Unknown,bacteria,RiPP
BGC0001204,BGC0001204.fasta,LC006086.1,Unknown,bacteria,Polyketide
BGC0001818,LC072720.1.fasta,LC072720.1,Unknown,bacteria,NRP
BGC0000926,BGC0000926.fna,FJ935779.1,Unknown,bacteria,Other
BGC0002221,BGC0002221.fna,GL945430.1,Unknown,fungi,Terpene
BGC0000142,salinilactam.fasta,CP000667.1,Unknown,bacteria,Polyketide
BGC0001369,BGC0001369.fasta,KX523614.1,Unknown,bacteria,Polyketide
BGC0002340,BGC0002340.fna,JACSCH020000013.1,Unknown,bacteria,NRP__Other
BGC0002313,BGC0002313.fasta,MK303572.1,Unknown,bacteria,Other
BGC0001529,BGC0001529.fna,LC177364.1,Unknown,bacteria,Alkaloid
BGC0002565,BGC0002565.fna,CP002581.1,Unknown,bacteria,NRP
BGC0000916,BGC0000916.fna,AF109295.1,Unknown,bacteria,Other
BGC0001527,BGC0001527.fna,KY287598.1,Unknown,fungi,Other
BGC0002518,BGC0002518.fasta,WIBD01000002.1,Unknown,bacteria,NRP
BGC0001641,BGC0001641_kolossin.fasta,NC_005126.1,Unknown,bacteria,NRP
BGC0002294,MK303572.1.fasta,MK440296.1,Unknown,bacteria,Other
BGC0000571,burhizin.fasta,FR687359.1,Unknown,bacteria,RiPP
BGC0001044,sirodesmin.fasta,AY553235.1,Unknown,fungi,NRP
BGC0002058,BGC0002058.fna,NZ_ALYY01000026.1,complete,bacteria,NRP__Polyketide
BGC0000354,friulimicin.fasta,AJ488769.3,Unknown,bacteria,NRP
BGC0002489,BGC0002489.fna,AE004091.2,Unknown,bacteria,Other
BGC0000229,grincamycin.fasta,KC962511.1,complete,bacteria,Polyketide__Saccharide
BGC0000286,viguiepinol_BGC_streptomyces_sp_KO-3988.fasta,AB183750.1,Unknown,bacteria,Polyketide
BGC0001078,BGC0001078.fna,AB212624.1,Unknown,bacteria,Polyketide__Terpene
BGC0000958,BGC0000958.fasta,NZ_FR873698.1,complete,bacteria,NRP__Polyketide
BGC0000329,BGC0000329.fasta,KF192265.2,Unknown,bacteria,NRP
BGC0000328,BGC0000328.fasta,AY391839.1,Unknown,bacteria,NRP
BGC0001250,BGC0001250.fasta,JN132403.1,Unknown,fungi,NRP
BGC0000542,paenicidin_B.fasta,KF111343.1,Unknown,bacteria,RiPP
BGC0000631,BGC0000631.fna,CP009816.1,complete,fungi,Terpene
BGC0001940,BGC0001940.fna,MH048639.1,Unknown,bacteria,Polyketide
BGC0002022,MK321256.1.fasta,MK321256.1,Unknown,bacteria,Polyketide
BGC0000609,nocathiacin.fasta,GU564398.1,Unknown,bacteria,RiPP
BGC0002652,BGC0002652.fna,QXMM01000010.1,Unknown,bacteria,Other__Saccharide
BGC0001594,fim.fasta,KY026487.1,Unknown,bacteria,Alkaloid
BGC0001130,BGC0001130.fna,NIBS01000014.1,Unknown,bacteria,NRP__Polyketide
BGC0000117,oligomycin.fasta,AB070940.1,Unknown,bacteria,Polyketide
BGC0001163,BGC0001163.fasta,GL890825.1,complete,bacteria,Polyketide
BGC0000553,BGC0000553.fasta,NZ_DS999644.1,complete,bacteria,RiPP
BGC0000458,AY263398.1.fasta,AY263398.1,Unknown,bacteria,NRP
BGC0001810,BGC0001810.fna,LC144914.1,Unknown,bacteria,Polyketide
BGC0001534,BGC0001534.fna,MG324007.1,Unknown,bacteria,Other
BGC0002178,BGC0002178.fna,CM000574.1,Unknown,fungi,NRP
BGC0000030,BGC0000030.fasta,HF679027.1,Unknown,fungi,Polyketide
BGC0002214,BGC0002214.fna,KN839868.1,Unknown,fungi,Polyketide
BGC0002509,MN817126.1.fasta,MN817126.1,Unknown,bacteria,NRP
BGC0001444,BGC0001444.fna,JJOB01000001.1,Unknown,bacteria,Other
BGC0000060,fostriecin.fasta,HQ434551.1,Unknown,bacteria,Polyketide
BGC0000713,BGC0000713.fasta,AJ748131.1,Unknown,bacteria,Saccharide
BGC0001802,BGC0001802_thioholgamide_A.fasta,MF593843.1,Unknown,bacteria,RiPP
BGC0002495,BGC0002495.fasta,AY042783.1,Unknown,bacteria,NRP
BGC0001420,BGC0001420.fasta,KX622590.1,complete,bacteria,NRP__Polyketide
BGC0001666,BGC0001666_microansamycins.fasta,MG018799.1,Unknown,bacteria,Polyketide
BGC0002624,BGC0002624.fna,NZ_KE650771.1,Unknown,bacteria,NRP__Polyketide
BGC0000920,BGC0000920.fna,DQ486135.1,Unknown,bacteria,Other
BGC0001849,BGC0001849.fasta,JOBF01000011.1,complete,bacteria,RiPP
BGC0001192,KP262070.1.fasta,KP262070.1,Unknown,bacteria,NRP
BGC0001058,zorbamycin.fasta,EU670723.1,complete,bacteria,NRP__Polyketide__Saccharide
BGC0002378,BGC0002378.fasta,MT813120.1,Unknown,bacteria,NRP
BGC0002694,BGC0002694.fna,CP002974.1,Unknown,bacteria,Other
BGC0001752,BGC0001752_qinichelins.fasta,LNBE01000003.1,Unknown,bacteria,NRP
BGC0000262,BGC0000262.fasta,AY034378.2,complete,bacteria,Polyketide__Saccharide
BGC0002129,MW512268.1.fasta,MW512268.1,complete,bacteria,Polyketide
BGC0001727,BGC0001727_paenilan.fasta,CP000154.2,Unknown,bacteria,RiPP
BGC0000261,R1128.fasta,AF293442.1,Unknown,bacteria,Polyketide
BGC0002582,BGC0002582.fna,MW051641.1,Unknown,bacteria,NRP
BGC0002732,BGC0002732.fasta,CP001814.1,Unknown,bacteria,Polyketide
BGC0001228,BGC0001228.fasta,NZ_KI911494.1,complete,bacteria,NRP
BGC0001004,BGC0001004.fasta,KC013978.1,complete,bacteria,Polyketide
BGC0001236,BGC0001236.fna,KT282101.1,Unknown,bacteria,Polyketide
BGC0002506,BGC0002506.fasta,MN158712.1,Unknown,bacteria,Polyketide
BGC0002127,BGC0002127.fna,AL645882.2,Unknown,bacteria,Polyketide
BGC0001473,BGC0001473_Sch_18640.fasta,PYBV01000027.1,complete,bacteria,RiPP
BGC0000847,thienamycin.fasta,AJ421798.1,complete,bacteria,Other
BGC0002606,BGC0002606.fasta,MG701892.1,Unknown,fungi,NRP__Polyketide
BGC0002015,BGC0002015.fasta,NZ_MKCP01000039.1,Unknown,bacteria,RiPP
BGC0000036,chlorothricin.fasta,DQ116941.2,complete,bacteria,Polyketide__Saccharide
BGC0000938,Fosfomycin.fasta,EU924263.1,complete,bacteria,Other
BGC0000405,BGC0000405.fasta,EF601124.1,complete,fungi,NRP
BGC0002490,BGC0002490.fna,AL590842.1,Unknown,bacteria,Other
BGC0002119,BGC0002119.fna,JAGGDC010000008.1,complete,bacteria,NRP__Polyketide
BGC0001968,BGC0001968.fna,MK060022.1,Unknown,bacteria,NRP
BGC0001672,BGC0001672.fna,KY502195.1,Unknown,bacteria,NRP
BGC0000537,nisin_U.fasta,DQ146939.1,Unknown,bacteria,RiPP
BGC0001183,lobophorin.fasta,JX306680.1,Unknown,bacteria,Polyketide
BGC0001528,BGC0001528.fna,LC274619.1,Unknown,fungi,Terpene
BGC0001218,BGC0001218.fasta,KP737857.1,Unknown,fungi,NRP__Polyketide
BGC0001031,BGC0001031.fasta,JX315603.1,Unknown,bacteria,NRP__Polyketide
BGC0000172,basiliskamide.fasta,AXBT01000013.1,Unknown,bacteria,Polyketide
BGC0000817,BGC0000817.fna,KF551863.1,complete,bacteria,Alkaloid
BGC0000551,BGC0000551.fasta,AL645882.2,complete,bacteria,RiPP
BGC0000077,hypothemycin.fasta,EU520418.1,Unknown,fungi,Polyketide
BGC0001636,BGC0001636_KK_1.fasta,LC371755.1,Unknown,fungi,NRP
BGC0000058,FD-891.fasta,AB469193.1,Unknown,bacteria,Polyketide
BGC0000865,BGC0000865.fasta,AF409100.1,Unknown,bacteria,Other
BGC0001365,BGC0001365.fasta,CAGA01000011.1,Unknown,fungi,NRP
BGC0001784,streptoseomycin.fasta,MG891745.1,Unknown,bacteria,Polyketide
BGC0000191,BGC0000191.fasta,AB008466.1,Unknown,bacteria,Polyketide
BGC0002689,BGC0002689.fna,AM743169.1,Unknown,bacteria,NRP
BGC0000434,AB375771.1.fasta,AB375771.1,Unknown,bacteria,NRP
BGC0002620,MN737574.1.fasta,MN737574.1,Unknown,bacteria,Other
BGC0001454,BGC0001454.fna,LT989884.1,Unknown,bacteria,Other
BGC0001193,BGC0001193.fasta,KM114209.1,Unknown,bacteria,NRP
BGC0000294,BGC0000294.fna,AB101202.1,Unknown,bacteria,NRP
BGC0001868,BGC0001868.fna,NIBV01000002.1,complete,bacteria,Other
BGC0000969,chondramide.fasta,AM179409.1,complete,bacteria,NRP__Polyketide
BGC0001928,BGC0001928.fna,LN612605.1,Unknown,bacteria,Other
BGC0002548,MN480426.fasta,MN480426.1,Unknown,bacteria,NRP
BGC0001775,BGC0001775.fna,LC380446.1,Unknown,fungi,Terpene
BGC0000333,cyclomarin.fasta,CP000850.1,complete,bacteria,NRP
BGC0001299,BGC0001299.fasta,KT368180.1,Unknown,bacteria,Polyketide
BGC0000224,Fredericamycin.fasta,AF525490.2,complete,bacteria,Polyketide
BGC0001841,BK010851.1.fasta,BK010851.1,Unknown,bacteria,NRP__Polyketide
BGC0001840,BGC0001840.fna,BK010707.1,Unknown,bacteria,NRP__Polyketide
BGC0000120,patulin.fasta,KF899892.1,complete,fungi,Polyketide
BGC0000078,incednine.fasta,AB767280.1,Unknown,bacteria,Polyketide
BGC0001140,platensimycin-platencin.fasta,FJ655920.1,complete,bacteria,Terpene
BGC0000319,BGC0000319.fasta,DS570624.1,complete,bacteria,NRP
BGC0001944,BGC0001944.fna,MH128143.1,Unknown,bacteria,Polyketide
BGC0000325,platinum_coelichelin.fasta,AL645882.2,Unknown,bacteria,NRP
BGC0002350,BGC0002350.fasta,CP072827.1,Unknown,bacteria,NRP__Polyketide__Saccharide
BGC0001360,BGC0001360.fasta,HG792019.1,Unknown,fungi,Polyketide
BGC0000273,steffimycin.fasta,AM156932.1,complete,bacteria,Polyketide__Saccharide
BGC0001117,himastatin.fasta,FR823394.1,Unknown,bacteria,NRP
BGC0000700,istamycin.fasta,AJ845083.2,Unknown,bacteria,Saccharide
BGC0000574,caulosegnin.fasta,CP002008.1,Unknown,bacteria,RiPP
BGC0000711,BGC0000711.fasta,AJ843080.1,Unknown,bacteria,Saccharide
BGC0001706,BGC0001706.fna,MG182145.1,Unknown,fungi,Terpene
BGC0000018,anglomycin.fasta,EU220288.1,Unknown,bacteria,Polyketide
BGC0001127,jagaricin.fasta,HE967328.2,Unknown,bacteria,NRP
BGC0001808,BGC0001808.fna,KY022432.1,Unknown,bacteria,Other
BGC0000685,BGC0000685.fna,ACIW01000469.1,Unknown,fungi,Terpene
BGC0002297,BGC0002297.fna,MK870090.1,Unknown,bacteria,NRP__Polyketide
BGC0000887,BGC0000887.fna,DQ787201.1,complete,bacteria,Alkaloid
BGC0001146,BGC0001146.fasta,KJ651958.1,incomplete,bacteria,RiPP
BGC0001230,BGC0001230.fasta,BK009377.1,complete,bacteria,NRP__Polyketide
BGC0000465,xenortide.fasta,FN667742.1,complete,bacteria,NRP
BGC0000752,BGC0000752.fna,AY534316.1,Unknown,bacteria,Saccharide
BGC0000941,BGC0000941.fasta,AP009493.1,Unknown,bacteria,Other
BGC0001580,BGC0001580_ebelactone.fasta,LT608336.1,Unknown,bacteria,Polyketide
BGC0000288,A-503083.fasta,AB538860.1,Unknown,bacteria,NRP
BGC0002101,BGC0002101.fasta,LT548273.1,complete,bacteria,Polyketide
BGC0002426,MW810086.1.fasta,MW810086.1,Unknown,bacteria,NRP
BGC0001429,BGC0001429_myxochromide_S.fasta,KX622599.1,complete,bacteria,NRP__Polyketide
BGC0000304,apicidin.fasta,GQ331953.1,Unknown,fungi,NRP
BGC0002123,BGC0002123.fasta,CP074128.1,complete,bacteria,NRP__Polyketide
BGC0000162,BGC0000162.fna,EU443633.1,Unknown,bacteria,Polyketide
BGC0000254,oxytetracycline.fasta,DQ143963.2,Unknown,bacteria,Polyketide
BGC0002563,BGC0002563.fna,CP024905.1,Unknown,bacteria,NRP
BGC0000688,BGC0000688.fna,AB254160.1,Unknown,fungi,Terpene
BGC0002420,BGC0002420.fasta,CP001635.1,Unknown,bacteria,NRP__Polyketide
BGC0000695,fortimicin.fasta,AJ628421.2,Unknown,bacteria,Saccharide
BGC0001414,griselimycin.fasta,KP211414.1,Unknown,bacteria,NRP
BGC0000557,streptococcin_A-FF22.fasta,AF026542.1,Unknown,bacteria,RiPP
BGC0002219,BGC0002219.fna,JH687388.1,Unknown,fungi,Terpene
BGC0001612,fam.fasta,KX451322.1,Unknown,bacteria,Alkaloid
BGC0000148,spinosad.fasta,AY007564.1,Unknown,bacteria,Polyketide
BGC0000601,sporulation_killing_factor.fasta,AL009126.3,complete,bacteria,RiPP
BGC0002666,BGC0002666.fna,KM514925.1,Unknown,bacteria,Alkaloid__NRP
BGC0001618,BGC0001618_hyicin_3682.fasta,KY021154.1,Unknown,bacteria,RiPP
BGC0002611,mulundocandin.fasta,KP742486.1,Unknown,fungi,NRP
BGC0002482,MT078730.1.fasta,MT078730.1,Unknown,bacteria,Other
BGC0000387,BGC0000387.fna,JQ409468.1,Unknown,bacteria,NRP
BGC0000011,BGC0000011.fasta,AY092402.3,Unknown,fungi,Polyketide
BGC0002086,BGC0002086.fasta,CP058322.1,complete,bacteria,Polyketide
BGC0002555,BGC0002555.fna,MT050462.1,Unknown,fungi,NRP__Polyketide
BGC0000092,megalomicin.fasta,AF263245.1,Unknown,bacteria,Polyketide
BGC0000989,BGC0000989.fasta,EU414841.1,Unknown,bacteria,NRP__Polyketide
BGC0002370,BGC0002370.fasta,CP059572.1,Unknown,bacteria,NRP
BGC0002195,BGC0002195.fna,BA000053.1,Unknown,fungi,Other
BGC0001341,BGC0001341_valinomycin.fasta,LXWF01000040.1,Unknown,bacteria,NRP
BGC0000425,sessilin.fasta,JQ309920.1,complete,bacteria,NRP
BGC0000384,lyngbyatoxin.fasta,AY588942.1,complete,bacteria,NRP
BGC0000380,BGC0000380.fasta,HM639990.1,complete,bacteria,NRP__Polyketide
BGC0000706,BGC0000706.fasta,AB254081.1,Unknown,bacteria,Saccharide
BGC0001521,BGC0001521.fna,CP000875.1,Unknown,bacteria,NRP
BGC0000643,BGC0000643.fna,DQ309446.1,Unknown,bacteria,Terpene
BGC0001787,BGC0001787_suicin_3908.fasta,KU867867.1,Unknown,bacteria,RiPP
BGC0002227,BGC0002227.fna,DF126453.1,Unknown,fungi,NRP
BGC0000466,BGC0000466.fasta,JF429418.1,Unknown,bacteria,NRP
BGC0002222,BGC0002222.fna,LC516887.1,Unknown,fungi,Polyketide
BGC0002479,BGC0002479.fasta,MN850873.1,Unknown,bacteria,NRP__Polyketide__Saccharide
BGC0002296,BGC0002296.fna,MK618714.1,Unknown,bacteria,NRP__Polyketide
BGC0002044,BGC0002044.fna,CP030092.1,Unknown,bacteria,NRP
BGC0000997,glidobactin_A.fasta,AM412319.1,Unknown,bacteria,NRP__Polyketide
BGC0000393,myxoprincomide.fasta,CP000113.1,complete,bacteria,NRP__Polyketide
BGC0001075,BGC0001075.fna,AB694012.1,Unknown,bacteria,Polyketide__Terpene
BGC0001033,paenilamicin.fasta,CP003355.1,Unknown,bacteria,NRP__Polyketide
BGC0002735,BGC0002735.fasta,CP011498.1,Unknown,bacteria,NRP__Polyketide
BGC0002098,BGC0002098.fna,CP003410.1,Unknown,bacteria,Polyketide
BGC0000443,thanamycin.fasta,HQ888764.1,incomplete,bacteria,NRP
BGC0001755,BGC0001755_reedsmycins.fasta,MG947597.1,Unknown,bacteria,Polyketide
BGC0000848,BGC0000848.fasta,AP009493.1,Unknown,bacteria,Other
BGC0001890,BGC0001890.fna,CP000789.1,Unknown,bacteria,NRP
BGC0000407,plipastatin.fasta,JQ073773.1,Unknown,bacteria,NRP
BGC0000199,BGC0000199.fasta,KF040454.1,complete,bacteria,Polyketide__Saccharide
BGC0001682,BGC0001682.fna,FM209186.1,Unknown,bacteria,Other
BGC0000815,BGC0000815.fna,AY723749.1,Unknown,fungi,Alkaloid
BGC0000168,BGC0000168.fasta,GU574477.1,complete,fungi,Polyketide
BGC0002443,BGC0002443.fna,MG837055.1,Unknown,bacteria,Polyketide
BGC0001428,BGC0001428.fasta,KX622598.1,complete,bacteria,NRP__Polyketide
BGC0001077,BGC0001077.fna,AP012319.1,Unknown,bacteria,Polyketide
BGC0002687,BGC0002687.fna,CP012201.1,Unknown,bacteria,NRP__Polyketide
BGC0000903,BGC0000903.fna,AM055586.1,Unknown,bacteria,Other
BGC0000302,anabaenopeptin.fasta,GU174493.1,complete,bacteria,NRP
BGC0002082,BGC0002082.fna,CP046908.1,complete,bacteria,NRP__Polyketide
BGC0000485,BGC0000485.fasta,Z34920.1,Unknown,bacteria,RiPP
BGC0002300,BGC0002300.fna,JN252488.1,Unknown,bacteria,NRP
BGC0001723,BGC0001723.fasta,KY129858.1,Unknown,bacteria,Polyketide
BGC0000927,BGC0000927.fna,HE971709.1,Unknown,bacteria,Other
BGC0000090,macbecin.fasta,EU827593.1,complete,bacteria,Polyketide
BGC0001579,BGC0001579_duramycin.fasta,NZ_MOEP01000024.1,incomplete,bacteria,RiPP
BGC0002233,BGC0002233.fna,ABDF02000086.1,Unknown,fungi,Polyketide
BGC0001002,jawsamycin.fasta,AB920328.1,Unknown,bacteria,NRP__Polyketide
BGC0001608,BGC0001608_glidopeptin.fasta,CP011371.1,Unknown,bacteria,NRP
BGC0000945,BGC0000945.fna,AE003852.1,Unknown,bacteria,Other
BGC0001200,BGC0001200.fasta,BBOM01000004.1,Unknown,bacteria,Polyketide
BGC0000232,hatomarubigin.fasta,AB524586.1,Unknown,bacteria,Polyketide
BGC0000659,BGC0000659.fna,AM420293.1,Unknown,bacteria,Terpene
BGC0002474,BGC0002474.fasta,AB083344.2,Unknown,bacteria,NRP
BGC0001553,clifednamide.fasta,MF893273.1,Unknown,bacteria,NRP__Polyketide
BGC0001922,BGC0001922.fna,LC386909.1,Unknown,bacteria,Polyketide
BGC0001760,BGC0001760_rimosamide.fasta,NZ_ANSJ01000026.1,Unknown,bacteria,NRP
BGC0002203,BGC0002203.fna,JH725181.1,Unknown,fungi,NRP__Other__Polyketide
